AOA BAG,Aguja de res,35    ,g,35,33,51,6.8,2.6,0.0,20.6,77.5,3.0,0.6,20.9,6.6
AOA BAG,Anchoa con aceite,6    ,pieza,24,24,50,7.0,2.6,0.0,20.4,2.9,55.7,1.1,880.3,16.3
AOA BAG,Arenque cocido,25    ,g,25,25,51,5.8,2.9,0.0,19.3,9.0,18.5,0.4,28.8,11.7
AOA BAG,Arenque fresco crudo,35    ,g,35,35,55,6.3,3.2,0.0,21.0,9.8,20.0,0.4,31.5,12.8
AOA BAG,Arrachera cruda,35    ,g,35,35,49,7.5,1.9,0.0,11.6,0.0,8.4,0.5,19.3,9.2
AOA BAG,Arrachera de res cruda,30    ,g,30,30,56,8.4,2.2,0.0,14.7,0.0,5.4,0.5,17.1,9.6
AOA BAG,Atún blanco en aceite,30    ,g,30,30,56,8.0,2.4,0.0,7.0,1.2,0.8,0.1,91.2,18.0
AOA BAG,Atún en aceite drenado, 1/3,lata,33,33,66,9.7,2.7,0.0,10.3,7.7,4.3,0.5,118.0,25.3
AOA BAG,Barbacoa,50    ,g,50,40,54,7.6,2.4,0.0,26.0,0.0,2.8,0.9,30.0,15.2
AOA BAG,Barbacoa con hueso,65    ,g,65,38,51,7.2,2.3,0.0,24.5,0.0,2.6,0.8,28.3,14.3
AOA BAG,Bistec de ternera,35    ,g,35,35,55,6.9,2.8,0.0,31.5,0.0,3.9,1.1,31.5,5.5
AOA BAG,Bonito,60    ,g,60,31,51,7.3,2.2,0.0,0.0,0.0,8.0,0.2,12.2,4.3
AOA BAG,Bonito en aceite,25    ,g,25,25,55,7.3,2.9,0.0,11.7,0.0,7.2,0.3,0.0,4.0
AOA BAG,Bonito fileteado,30    ,g,30,30,50,7.2,2.2,0.0,0.0,0.0,7.8,0.2,12.0,4.2
AOA BAG,Cabeza de carnero cocida,495    ,g,495,50,55,7.0,2.8,0.0,32.2,0.0,8.4,1.0,37.1,18.8
AOA BAG,Cabeza de cerdo,495    ,g,495,50,55,7.0,2.8,0.0,32.2,0.0,8.4,1.0,37.1,14.1
AOA BAG,Calamar frito,35    ,g,35,35,61,6.3,2.6,2.7,91.0,3.7,13.6,0.4,107.1,15.7
AOA BAG,Carne de cerdo,40    ,g,40,40,56,7.9,2.5,0.0,26.0,0.4,2.4,0.5,32.8,13.2
AOA BAG,Carne de cerdo molida,40    ,g,40,40,56,7.9,2.5,0.0,26.0,0.4,2.4,0.5,32.8,11.4
AOA BAG,Carne de ganzo de crianza,40    ,g,40,32,52,7.4,2.3,0.0,27.2,3.9,4.2,0.8,28.2,5.4
AOA BAG,Carne de pato de crianza,60,g,60,39,51,7.1,2.3,0.0,30,9.4,4.3,0.9,28.9,5.4
AOA BAG,Carne de res (promedio),30,g,30,30,54,6.2,3,0.0,19.5,1.8,3.6,0.9,19.5,5.9
AOA BAG,Carne de ternera,35,g,35,35,55,6.9,2.8,0.0,31.5,0.0,3.9,1.1,31.5,5.5
AOA BAG,Carne molida de cerdo,40,g,40,40,56,7.9,2.5,0.0,26.0,0.4,2.4,0.5,32.8,9.8
AOA BAG,Carne promedio,30,g,30,29,51,5.9,2.9,0.0,18.5,1.7,3.4,0.9,18.5,5.7
AOA BAG,Carnero,50,g,50,40,54,7.6,2.4,0.0,26.0,0.0,2.8,0.9,30.0,15.2
AOA BAG,Carnero con hueso,65    ,g,65,38,51,7.2,2.3,0.0,24.5,0.0,2.6,0.8,28.3,14.3
AOA BAG,Carpa,75    ,g,75,41,51,7.2,2.3,0.0,26.7,3.8,16.7,0.5,20.0,5.7
AOA BAG,Carpa cocida,30    ,g,30,30,49,6.8,2.2,0.0,25.1,2.8,15.5,0.5,19.1,5.4
AOA BAG,Carpa horneada,30    ,g,30,30,49,6.8,2.2,0.0,25.1,2.8,15.5,0.5,19.1,5.4
AOA BAG,Chuleta de cerdo, 1/2,pieza,45,38,54,7.6,2.4,0.0,24.9,0.4,2.3,0.5,31.4,12.2
AOA BAG,Conejo,40    ,g,40,32,51,6.5,2.6,0.0,20.8,0.0,5.8,0.8,13.8,7.6
AOA BAG,Conejo de crianza,40    ,g,40,32,51,6.5,2.6,0.0,20.8,0.0,5.8,0.8,13.8,7.6
AOA BAG,Corazón de borrego,45    ,g,45,45,55,7.4,2.5,0.2,60.0,0.0,0.0,0.0,39.5,21.2
AOA BAG,Corazón de borrego cocido,30    ,g,30,30,55,7.4,2.4,0.6,74.2,0.0,0.0,0.0,18.7,14.1
